Wert,Jahr,Grossregion,Ausbildung,Berufliche Stellung,Geschlecht,Zentralwert und Quartilbereich
6387,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 4,Mann,Median
5942,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 4,Mann,Int. 25%
7121,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 4,Mann,Int. 75%
5830,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 4,Frau,Median
4547,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 4,Frau,Int. 25%
6929,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Stellung 4,Frau,Int. 75%
5505,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Geschlecht - Total,Median
4615,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
6495,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
5832,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Mann,Median
5042,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Mann,Int. 25%
6732,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Mann,Int. 75%
4598,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Frau,Median
3987,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Frau,Int. 25%
5405,2008,"Nordwestschweiz (BS, BL, AG)",Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Frau,Int. 75%
4617,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Median
3942,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
5396,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
4991,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Median
4333,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Int. 25%
5696,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Int. 75%
4159,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Median
3667,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Int. 25%
4742,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Int. 75%
5674,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Median
4543,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Int. 25%
6537,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Int. 75%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Median
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Int. 25%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Int. 75%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Median
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Int. 25%
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Int. 75%
5459,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Median
4219,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Int. 25%
6710,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Int. 75%
5835,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Mann,Median
4526,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Mann,Int. 25%
6914,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Mann,Int. 75%
4544,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Frau,Median
4005,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Frau,Int. 25%
6026,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 3,Frau,Int. 75%
5417,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Median
4520,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Int. 25%
6500,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Int. 75%
5781,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Mann,Median
5046,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Mann,Int. 25%
6955,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Mann,Int. 75%
4835,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Frau,Median
3987,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Frau,Int. 25%
5647,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Stellung 4,Frau,Int. 75%
4588,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Median
3928,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
5333,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
4955,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Median
4328,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Int. 25%
5638,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Int. 75%
4135,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Median
3660,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 25%
4700,2008,"Nordwestschweiz (BS, BL, AG)",Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 75%
5553,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Median
4380,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
8095,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
6224,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Median
4837,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Int. 25%
9128,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Int. 75%
4715,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Median
4098,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Int. 25%
6856,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Int. 75%
15690,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Median
10089,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Int. 25%
20161,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Int. 75%
16197,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Median
10792,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Int. 25%
20879,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Int. 75%
13945,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Median
7341,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Int. 25%
17575,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Int. 75%
8517,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Geschlecht - Total,Median
5984,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Geschlecht - Total,Int. 25%
11485,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Geschlecht - Total,Int. 75%
9824,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Mann,Median
6846,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Mann,Int. 25%
12146,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Mann,Int. 75%
6528,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Frau,Median
4915,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Frau,Int. 25%
9733,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 3,Frau,Int. 75%
7852,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Geschlecht - Total,Median
6489,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Geschlecht - Total,Int. 25%
9650,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Geschlecht - Total,Int. 75%
7966,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Mann,Median
6502,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Mann,Int. 25%
9921,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Mann,Int. 75%
7750,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Frau,Median
6244,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Frau,Int. 25%
9128,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Stellung 4,Frau,Int. 75%
5000,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Geschlecht - Total,Median
4207,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
6663,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
5533,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Mann,Median
4565,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Mann,Int. 25%
7121,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Mann,Int. 75%
4523,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Frau,Median
3988,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Frau,Int. 25%
5937,2008,"Nordwestschweiz (BS, BL, AG)",Andere Ausbildungsabschlüsse,Ohne Kaderfunktion,Frau,Int. 75%
6166,2008,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Geschlecht - Total,Median
4704,2008,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
8338,2008,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
6800,2008,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Mann,Median
5267,2008,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Mann,Int. 25%
9371,2008,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Mann,Int. 75%
5224,2008,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Frau,Median
4215,2008,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Frau,Int. 25%
6912,2008,Zürich (ZH),Ausbildung - Total,Berufliche Stellung - Total,Frau,Int. 75%
10538,2008,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Geschlecht - Total,Median
7515,2008,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Geschlecht - Total,Int. 25%
15476,2008,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Geschlecht - Total,Int. 75%
11350,2008,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Mann,Median
8095,2008,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Mann,Int. 25%
16586,2008,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Mann,Int. 75%
8019,2008,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Frau,Median
5911,2008,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Frau,Int. 25%
11074,2008,Zürich (ZH),Ausbildung - Total,Stellung 1+2,Frau,Int. 75%
8198,2008,Zürich (ZH),Ausbildung - Total,Stellung 3,Geschlecht - Total,Median
6266,2008,Zürich (ZH),Ausbildung - Total,Stellung 3,Geschlecht - Total,Int. 25%
10458,2008,Zürich (ZH),Ausbildung - Total,Stellung 3,Geschlecht - Total,Int. 75%
8769,2008,Zürich (ZH),Ausbildung - Total,Stellung 3,Mann,Median
6824,2008,Zürich (ZH),Ausbildung - Total,Stellung 3,Mann,Int. 25%
10996,2008,Zürich (ZH),Ausbildung - Total,Stellung 3,Mann,Int. 75%
7152,2008,Zürich (ZH),Ausbildung - Total,Stellung 3,Frau,Median
5416,2008,Zürich (ZH),Ausbildung - Total,Stellung 3,Frau,Int. 25%
9208,2008,Zürich (ZH),Ausbildung - Total,Stellung 3,Frau,Int. 75%
6620,2008,Zürich (ZH),Ausbildung - Total,Stellung 4,Geschlecht - Total,Median
5326,2008,Zürich (ZH),Ausbildung - Total,Stellung 4,Geschlecht - Total,Int. 25%
8137,2008,Zürich (ZH),Ausbildung - Total,Stellung 4,Geschlecht - Total,Int. 75%
7000,2008,Zürich (ZH),Ausbildung - Total,Stellung 4,Mann,Median
5773,2008,Zürich (ZH),Ausbildung - Total,Stellung 4,Mann,Int. 25%
8590,2008,Zürich (ZH),Ausbildung - Total,Stellung 4,Mann,Int. 75%
6081,2008,Zürich (ZH),Ausbildung - Total,Stellung 4,Frau,Median
4765,2008,Zürich (ZH),Ausbildung - Total,Stellung 4,Frau,Int. 25%
7469,2008,Zürich (ZH),Ausbildung - Total,Stellung 4,Frau,Int. 75%
5469,2008,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Geschlecht - Total,Median
4370,2008,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
6934,2008,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
5913,2008,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Mann,Median
4829,2008,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Mann,Int. 25%
7466,2008,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Mann,Int. 75%
4798,2008,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Frau,Median
4070,2008,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Frau,Int. 25%
6236,2008,Zürich (ZH),Ausbildung - Total,Ohne Kaderfunktion,Frau,Int. 75%
10569,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Geschlecht - Total,Median
7947,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
14930,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
11413,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Mann,Median
8666,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Mann,Int. 25%
16364,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Mann,Int. 75%
8708,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Frau,Median
6933,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Frau,Int. 25%
11508,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Berufliche Stellung - Total,Frau,Int. 75%
15079,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Geschlecht - Total,Median
10833,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Geschlecht - Total,Int. 25%
22631,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Geschlecht - Total,Int. 75%
15873,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Mann,Median
11443,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Mann,Int. 25%
24232,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Mann,Int. 75%
11429,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Frau,Median
8157,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Frau,Int. 25%
16640,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 1+2,Frau,Int. 75%
10410,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Geschlecht - Total,Median
8571,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Geschlecht - Total,Int. 25%
12902,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Geschlecht - Total,Int. 75%
10869,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Mann,Median
8897,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Mann,Int. 25%
13253,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Mann,Int. 75%
9600,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Frau,Median
7715,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Frau,Int. 25%
11746,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 3,Frau,Int. 75%
9167,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Geschlecht - Total,Median
7474,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Geschlecht - Total,Int. 25%
11330,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Geschlecht - Total,Int. 75%
9583,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Mann,Median
7789,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Mann,Int. 25%
11600,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Mann,Int. 75%
8387,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Frau,Median
7019,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Frau,Int. 25%
10653,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Stellung 4,Frau,Int. 75%
8456,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Geschlecht - Total,Median
6961,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
10692,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
9006,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Mann,Median
7317,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Mann,Int. 25%
11163,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Mann,Int. 75%
7584,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Frau,Median
6341,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Frau,Int. 25%
9405,2008,Zürich (ZH),"Universitäre Hochschule (UNI, ETH)",Ohne Kaderfunktion,Frau,Int. 75%
9499,2008,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Geschlecht - Total,Median
7500,2008,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
12493,2008,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
9989,2008,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Mann,Median
7919,2008,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Mann,Int. 25%
13167,2008,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Mann,Int. 75%
7805,2008,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Frau,Median
6380,2008,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Frau,Int. 25%
10083,2008,Zürich (ZH),"Fachhochschule (FH), PH",Berufliche Stellung - Total,Frau,Int. 75%
12493,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Geschlecht - Total,Median
9533,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Geschlecht - Total,Int. 25%
17065,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Geschlecht - Total,Int. 75%
12975,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Mann,Median
9960,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Mann,Int. 25%
17629,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Mann,Int. 75%
10141,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Frau,Median
7529,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Frau,Int. 25%
13242,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 1+2,Frau,Int. 75%
9325,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Geschlecht - Total,Median
7732,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Geschlecht - Total,Int. 25%
11270,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Geschlecht - Total,Int. 75%
9608,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Mann,Median
8104,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Mann,Int. 25%
11526,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Mann,Int. 75%
8346,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Frau,Median
6903,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Frau,Int. 25%
10205,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 3,Frau,Int. 75%
8254,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Geschlecht - Total,Median
6983,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Geschlecht - Total,Int. 25%
10057,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Geschlecht - Total,Int. 75%
8500,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Mann,Median
7309,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Mann,Int. 25%
10137,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Mann,Int. 75%
7723,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Frau,Median
6353,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Frau,Int. 25%
9539,2008,Zürich (ZH),"Fachhochschule (FH), PH",Stellung 4,Frau,Int. 75%
8191,2008,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Geschlecht - Total,Median
6751,2008,Zürich (ZH),"Fachhochschule (FH), PH",Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
