Wert,Jahr,Grossregion,Staatsangehörigkeit / Anwesenheitsbewilligung,Anforderungsniveau des Arbeitsplatzes,Geschlecht,Zentralwert und Quartilbereich
6863,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Int. 75%
5727,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Mann,Median
4743,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Mann,Int. 25%
6905,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Mann,Int. 75%
5400,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Frau,Median
4258,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Frau,Int. 25%
6810,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Frau,Int. 75%
4310,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Median
3718,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Int. 25%
4970,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Int. 75%
4693,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Mann,Median
3938,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Mann,Int. 25%
5241,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Mann,Int. 75%
4045,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Frau,Median
3546,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Frau,Int. 25%
4502,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Frau,Int. 75%
5328,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Median
4403,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
6551,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5689,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Median
4867,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Int. 25%
6866,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Int. 75%
4454,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Median
3870,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Int. 25%
5572,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Int. 75%
7367,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Median
5741,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Int. 25%
10506,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Int. 75%
7480,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Mann,Median
5913,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Mann,Int. 25%
10818,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Mann,Int. 75%
6881,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Frau,Median
5206,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Frau,Int. 25%
9364,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Frau,Int. 75%
5388,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Median
4569,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Int. 25%
6288,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Int. 75%
5593,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Mann,Median
4815,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Mann,Int. 25%
6392,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Mann,Int. 75%
4682,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Frau,Median
3976,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Frau,Int. 25%
5920,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Frau,Int. 75%
4558,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Median
3996,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Int. 25%
5282,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Int. 75%
5123,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Mann,Median
4490,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Mann,Int. 25%
5668,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Mann,Int. 75%
4138,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Frau,Median
3725,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Frau,Int. 25%
4562,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Frau,Int. 75%
6753,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Median
5296,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
8204,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
6968,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Median
5460,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Int. 25%
8333,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Int. 75%
5608,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Frau,Median
4379,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Frau,Int. 25%
6745,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Frau,Int. 75%
8420,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Geschlecht - Total,Median
6214,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Geschlecht - Total,Int. 25%
10441,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Geschlecht - Total,Int. 75%
8561,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Mann,Median
6249,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Mann,Int. 25%
10317,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Mann,Int. 75%
"""......""",2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Frau,Median
"""......""",2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Frau,Int. 25%
"""......""",2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Frau,Int. 75%
6687,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 3,Geschlecht - Total,Median
5608,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 3,Geschlecht - Total,Int. 25%
7529,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 3,Geschlecht - Total,Int. 75%
6828,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 3,Mann,Median
5909,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 3,Mann,Int. 25%
7562,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 3,Mann,Int. 75%
5608,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 3,Frau,Median
5178,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 3,Frau,Int. 25%
6738,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 3,Frau,Int. 75%
4550,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 4,Geschlecht - Total,Median
3733,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 4,Geschlecht - Total,Int. 25%
5204,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 4,Geschlecht - Total,Int. 75%
"""......""",2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 4,Mann,Median
"""......""",2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 4,Mann,Int. 25%
"""......""",2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 4,Mann,Int. 75%
"""......""",2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 4,Frau,Median
"""......""",2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 4,Frau,Int. 25%
"""......""",2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 4,Frau,Int. 75%
6392,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Anforderungsniveau - Total,Geschlecht - Total,Median
4506,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
9343,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
6696,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Anforderungsniveau - Total,Mann,Median
4643,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Anforderungsniveau - Total,Mann,Int. 25%
9683,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Anforderungsniveau - Total,Mann,Int. 75%
5170,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Anforderungsniveau - Total,Frau,Median
4199,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Anforderungsniveau - Total,Frau,Int. 25%
7486,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Anforderungsniveau - Total,Frau,Int. 75%
9931,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 1+2,Geschlecht - Total,Median
7661,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 1+2,Geschlecht - Total,Int. 25%
14088,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 1+2,Geschlecht - Total,Int. 75%
9978,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 1+2,Mann,Median
7714,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 1+2,Mann,Int. 25%
14133,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 1+2,Mann,Int. 75%
9810,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 1+2,Frau,Median
7241,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 1+2,Frau,Int. 25%
13282,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 1+2,Frau,Int. 75%
5891,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 3,Geschlecht - Total,Median
4639,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 3,Geschlecht - Total,Int. 25%
7150,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 3,Geschlecht - Total,Int. 75%
6011,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 3,Mann,Median
4772,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 3,Mann,Int. 25%
7415,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 3,Mann,Int. 75%
5275,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 3,Frau,Median
4487,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 3,Frau,Int. 25%
6588,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 3,Frau,Int. 75%
3902,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 4,Geschlecht - Total,Median
3333,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 4,Geschlecht - Total,Int. 25%
4694,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 4,Geschlecht - Total,Int. 75%
3803,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 4,Mann,Median
3203,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 4,Mann,Int. 25%
4882,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 4,Mann,Int. 75%
4141,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 4,Frau,Median
3661,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 4,Frau,Int. 25%
4617,2010,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Andere,Niveau 4,Frau,Int. 75%
5076,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Geschlecht - Total,Median
3968,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
6433,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5475,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Median
4414,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Int. 25%
6850,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Mann,Int. 75%
4311,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Median
3399,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Int. 25%
5566,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Anforderungsniveau - Total,Frau,Int. 75%
6333,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Median
5004,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Int. 25%
8682,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Geschlecht - Total,Int. 75%
6630,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Median
5250,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Int. 25%
9401,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Mann,Int. 75%
5639,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Median
4528,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Int. 25%
7429,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 1+2,Frau,Int. 75%
5274,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Median
4304,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Int. 25%
6378,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 3,Geschlecht - Total,Int. 75%
5506,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Median
4579,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Int. 25%
6542,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 3,Mann,Int. 75%
4748,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Median
3911,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Int. 25%
5951,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 3,Frau,Int. 75%
3948,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Median
3254,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Int. 25%
4878,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 4,Geschlecht - Total,Int. 75%
4442,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Median
3683,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Int. 25%
5296,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 4,Mann,Int. 75%
3490,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Median
2910,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Int. 25%
4216,2010,Tessin (TI),SchweizerInnen/AusländerInnen - Total,Niveau 4,Frau,Int. 75%
5662,2010,Tessin (TI),SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Median
4533,2010,Tessin (TI),SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
7222,2010,Tessin (TI),SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
6187,2010,Tessin (TI),SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Median
5012,2010,Tessin (TI),SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Int. 25%
7967,2010,Tessin (TI),SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Int. 75%
4935,2010,Tessin (TI),SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Median
4063,2010,Tessin (TI),SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Int. 25%
6146,2010,Tessin (TI),SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Int. 75%
6668,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Median
5183,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 25%
9194,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 75%
7366,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 1+2,Mann,Median
5617,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 1+2,Mann,Int. 25%
10094,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 1+2,Mann,Int. 75%
5592,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 1+2,Frau,Median
4517,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 1+2,Frau,Int. 25%
7237,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 1+2,Frau,Int. 75%
5657,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Median
4642,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Int. 25%
6865,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Int. 75%
6013,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 3,Mann,Median
5021,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 3,Mann,Int. 25%
7163,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 3,Mann,Int. 75%
5019,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 3,Frau,Median
4200,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 3,Frau,Int. 25%
6176,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 3,Frau,Int. 75%
4511,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Median
3813,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Int. 25%
5376,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Int. 75%
4899,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 4,Mann,Median
4018,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 4,Mann,Int. 25%
5730,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 4,Mann,Int. 75%
4225,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 4,Frau,Median
3643,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 4,Frau,Int. 25%
4992,2010,Tessin (TI),SCHWEIZER/INNEN,Niveau 4,Frau,Int. 75%
4677,2010,Tessin (TI),AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Median
3663,2010,Tessin (TI),AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
5861,2010,Tessin (TI),AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5088,2010,Tessin (TI),AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Median
4164,2010,Tessin (TI),AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Int. 25%
6124,2010,Tessin (TI),AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Int. 75%
3792,2010,Tessin (TI),AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Median
3060,2010,Tessin (TI),AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Int. 25%
4921,2010,Tessin (TI),AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Int. 75%
5992,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Median
4889,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 25%
8100,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 75%
6044,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 1+2,Mann,Median
4983,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 1+2,Mann,Int. 25%
8354,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 1+2,Mann,Int. 75%
5679,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 1+2,Frau,Median
4542,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 1+2,Frau,Int. 25%
7664,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 1+2,Frau,Int. 75%
4984,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Median
4097,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Int. 25%
5977,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Int. 75%
5186,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 3,Mann,Median
4333,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 3,Mann,Int. 25%
6055,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 3,Mann,Int. 75%
4333,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 3,Frau,Median
3611,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 3,Frau,Int. 25%
5550,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 3,Frau,Int. 75%
3772,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Median
3138,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Int. 25%
4648,2010,Tessin (TI),AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Int. 75%
