Value,Geschlecht,Arbeitskanton,Altersklasse,Quartal
35.5,Frau,Genève,15-19 Jahre,2003Q3
41.9,Frau,Genève,15-19 Jahre,2003Q4
39,Frau,Genève,15-19 Jahre,2004Q1
55.3,Frau,Genève,15-19 Jahre,2004Q2
74.2,Frau,Genève,15-19 Jahre,2004Q3
78.7,Frau,Genève,15-19 Jahre,2004Q4
84.3,Frau,Genève,15-19 Jahre,2005Q1
83.7,Frau,Genève,15-19 Jahre,2005Q2
99.9,Frau,Genève,15-19 Jahre,2005Q3
90.7,Frau,Genève,15-19 Jahre,2005Q4
85.3,Frau,Genève,15-19 Jahre,2006Q1
84.6,Frau,Genève,15-19 Jahre,2006Q2
87.1,Frau,Genève,15-19 Jahre,2006Q3
87.5,Frau,Genève,15-19 Jahre,2006Q4
86.4,Frau,Genève,15-19 Jahre,2007Q1
80.3,Frau,Genève,15-19 Jahre,2007Q2
89.5,Frau,Genève,15-19 Jahre,2007Q3
93.8,Frau,Genève,15-19 Jahre,2007Q4
89.1,Frau,Genève,15-19 Jahre,2008Q1
83.5,Frau,Genève,15-19 Jahre,2008Q2
81.2,Frau,Genève,15-19 Jahre,2008Q3
88.7,Frau,Genève,15-19 Jahre,2008Q4
72.3,Frau,Genève,15-19 Jahre,2009Q1
73.4,Frau,Genève,15-19 Jahre,2009Q2
71,Frau,Genève,15-19 Jahre,2009Q3
82.1,Frau,Genève,15-19 Jahre,2009Q4
86.2,Frau,Genève,15-19 Jahre,2010Q1
77,Frau,Genève,15-19 Jahre,2010Q2
79.2,Frau,Genève,15-19 Jahre,2010Q3
66,Frau,Genève,15-19 Jahre,2010Q4
83.9,Frau,Genève,15-19 Jahre,2011Q1
81.1,Frau,Genève,15-19 Jahre,2011Q2
74.1,Frau,Genève,15-19 Jahre,2011Q3
74.7,Frau,Genève,15-19 Jahre,2011Q4
74.8,Frau,Genève,15-19 Jahre,2012Q1
57.8,Frau,Genève,15-19 Jahre,2012Q2
52.4,Frau,Genève,15-19 Jahre,2012Q3
68.3,Frau,Genève,15-19 Jahre,2012Q4
61.4,Frau,Genève,15-19 Jahre,2013Q1
63.3,Frau,Genève,15-19 Jahre,2013Q2
73.1,Frau,Genève,15-19 Jahre,2013Q3
74.2,Frau,Genève,15-19 Jahre,2013Q4
70.2,Frau,Genève,15-19 Jahre,2014Q1
62.6,Frau,Genève,15-19 Jahre,2014Q2
63.1,Frau,Genève,15-19 Jahre,2014Q3
83.4,Frau,Genève,15-19 Jahre,2014Q4
81.9,Frau,Genève,15-19 Jahre,2015Q1
86.4,Frau,Genève,15-19 Jahre,2015Q2
76.1,Frau,Genève,15-19 Jahre,2015Q3
85.7,Frau,Genève,15-19 Jahre,2015Q4
82.6,Frau,Genève,15-19 Jahre,2016Q1
85.1,Frau,Genève,15-19 Jahre,2016Q2
86.6,Frau,Genève,15-19 Jahre,2016Q3
150.8,Frau,Genève,20-24 Jahre,1999Q1
158.5,Frau,Genève,20-24 Jahre,1999Q2
168.7,Frau,Genève,20-24 Jahre,1999Q3
187.7,Frau,Genève,20-24 Jahre,1999Q4
208.1,Frau,Genève,20-24 Jahre,2000Q1
242,Frau,Genève,20-24 Jahre,2000Q2
258.9,Frau,Genève,20-24 Jahre,2000Q3
270.7,Frau,Genève,20-24 Jahre,2000Q4
309.3,Frau,Genève,20-24 Jahre,2001Q1
344.5,Frau,Genève,20-24 Jahre,2001Q2
351.1,Frau,Genève,20-24 Jahre,2001Q3
357.5,Frau,Genève,20-24 Jahre,2001Q4
369.4,Frau,Genève,20-24 Jahre,2002Q1
370.7,Frau,Genève,20-24 Jahre,2002Q2
367.9,Frau,Genève,20-24 Jahre,2002Q3
430.6,Frau,Genève,20-24 Jahre,2002Q4
548.2,Frau,Genève,20-24 Jahre,2003Q1
596.3,Frau,Genève,20-24 Jahre,2003Q2
618.2,Frau,Genève,20-24 Jahre,2003Q3
636.9,Frau,Genève,20-24 Jahre,2003Q4
625.1,Frau,Genève,20-24 Jahre,2004Q1
708.7,Frau,Genève,20-24 Jahre,2004Q2
820.1,Frau,Genève,20-24 Jahre,2004Q3
912.2,Frau,Genève,20-24 Jahre,2004Q4
983.9,Frau,Genève,20-24 Jahre,2005Q1
982.8,Frau,Genève,20-24 Jahre,2005Q2
1026.7,Frau,Genève,20-24 Jahre,2005Q3
1083.6,Frau,Genève,20-24 Jahre,2005Q4
1176.6,Frau,Genève,20-24 Jahre,2006Q1
1173.8,Frau,Genève,20-24 Jahre,2006Q2
1211.3,Frau,Genève,20-24 Jahre,2006Q3
1270,Frau,Genève,20-24 Jahre,2006Q4
1304.2,Frau,Genève,20-24 Jahre,2007Q1
1367.2,Frau,Genève,20-24 Jahre,2007Q2
1331.3,Frau,Genève,20-24 Jahre,2007Q3
1416.2,Frau,Genève,20-24 Jahre,2007Q4
1481.4,Frau,Genève,20-24 Jahre,2008Q1
1523.9,Frau,Genève,20-24 Jahre,2008Q2
1482.2,Frau,Genève,20-24 Jahre,2008Q3
1526.4,Frau,Genève,20-24 Jahre,2008Q4
1518.4,Frau,Genève,20-24 Jahre,2009Q1
1473.5,Frau,Genève,20-24 Jahre,2009Q2
1390.8,Frau,Genève,20-24 Jahre,2009Q3
1434,Frau,Genève,20-24 Jahre,2009Q4
1418.2,Frau,Genève,20-24 Jahre,2010Q1
1411.8,Frau,Genève,20-24 Jahre,2010Q2
1376.9,Frau,Genève,20-24 Jahre,2010Q3
1428.6,Frau,Genève,20-24 Jahre,2010Q4
1558.1,Frau,Genève,20-24 Jahre,2011Q1
1541.1,Frau,Genève,20-24 Jahre,2011Q2
1492.7,Frau,Genève,20-24 Jahre,2011Q3
1509.2,Frau,Genève,20-24 Jahre,2011Q4
1626.8,Frau,Genève,20-24 Jahre,2012Q1
1463,Frau,Genève,20-24 Jahre,2012Q2
1428.8,Frau,Genève,20-24 Jahre,2012Q3
1526.4,Frau,Genève,20-24 Jahre,2012Q4
1591,Frau,Genève,20-24 Jahre,2013Q1
1661.2,Frau,Genève,20-24 Jahre,2013Q2
1617.8,Frau,Genève,20-24 Jahre,2013Q3
1570.5,Frau,Genève,20-24 Jahre,2013Q4
1615.5,Frau,Genève,20-24 Jahre,2014Q1
1531.3,Frau,Genève,20-24 Jahre,2014Q2
1466.9,Frau,Genève,20-24 Jahre,2014Q3
1597,Frau,Genève,20-24 Jahre,2014Q4
1661.6,Frau,Genève,20-24 Jahre,2015Q1
1673.9,Frau,Genève,20-24 Jahre,2015Q2
1654.1,Frau,Genève,20-24 Jahre,2015Q3
1716.1,Frau,Genève,20-24 Jahre,2015Q4
1744.3,Frau,Genève,20-24 Jahre,2016Q1
1714.3,Frau,Genève,20-24 Jahre,2016Q2
1688.4,Frau,Genève,20-24 Jahre,2016Q3
654.7,Frau,Genève,25-29 Jahre,1999Q1
676.4,Frau,Genève,25-29 Jahre,1999Q2
688.2,Frau,Genève,25-29 Jahre,1999Q3
721.4,Frau,Genève,25-29 Jahre,1999Q4
750.8,Frau,Genève,25-29 Jahre,2000Q1
780.9,Frau,Genève,25-29 Jahre,2000Q2
817.8,Frau,Genève,25-29 Jahre,2000Q3
864.6,Frau,Genève,25-29 Jahre,2000Q4
938.5,Frau,Genève,25-29 Jahre,2001Q1
1024.8,Frau,Genève,25-29 Jahre,2001Q2
1057.8,Frau,Genève,25-29 Jahre,2001Q3
1139.9,Frau,Genève,25-29 Jahre,2001Q4
1177.7,Frau,Genève,25-29 Jahre,2002Q1
1225.7,Frau,Genève,25-29 Jahre,2002Q2
1248.5,Frau,Genève,25-29 Jahre,2002Q3
1381.4,Frau,Genève,25-29 Jahre,2002Q4
1530.1,Frau,Genève,25-29 Jahre,2003Q1
1604,Frau,Genève,25-29 Jahre,2003Q2
1678.3,Frau,Genève,25-29 Jahre,2003Q3
1720.7,Frau,Genève,25-29 Jahre,2003Q4
1803.4,Frau,Genève,25-29 Jahre,2004Q1
1949.7,Frau,Genève,25-29 Jahre,2004Q2
2078.5,Frau,Genève,25-29 Jahre,2004Q3
2224.4,Frau,Genève,25-29 Jahre,2004Q4
2330.5,Frau,Genève,25-29 Jahre,2005Q1
2438,Frau,Genève,25-29 Jahre,2005Q2
2509.2,Frau,Genève,25-29 Jahre,2005Q3
2648.4,Frau,Genève,25-29 Jahre,2005Q4
2775.5,Frau,Genève,25-29 Jahre,2006Q1
2872.4,Frau,Genève,25-29 Jahre,2006Q2
2987.7,Frau,Genève,25-29 Jahre,2006Q3
3079,Frau,Genève,25-29 Jahre,2006Q4
3193.2,Frau,Genève,25-29 Jahre,2007Q1
3289.6,Frau,Genève,25-29 Jahre,2007Q2
3331.2,Frau,Genève,25-29 Jahre,2007Q3
3484.6,Frau,Genève,25-29 Jahre,2007Q4
3565.4,Frau,Genève,25-29 Jahre,2008Q1
3630.2,Frau,Genève,25-29 Jahre,2008Q2
3666.8,Frau,Genève,25-29 Jahre,2008Q3
3757,Frau,Genève,25-29 Jahre,2008Q4
3829.4,Frau,Genève,25-29 Jahre,2009Q1
3851.1,Frau,Genève,25-29 Jahre,2009Q2
3783.2,Frau,Genève,25-29 Jahre,2009Q3
3812.5,Frau,Genève,25-29 Jahre,2009Q4
3857.2,Frau,Genève,25-29 Jahre,2010Q1
3902.9,Frau,Genève,25-29 Jahre,2010Q2
3908.1,Frau,Genève,25-29 Jahre,2010Q3
4016.9,Frau,Genève,25-29 Jahre,2010Q4
4149.9,Frau,Genève,25-29 Jahre,2011Q1
4146,Frau,Genève,25-29 Jahre,2011Q2
4210.3,Frau,Genève,25-29 Jahre,2011Q3
4225.7,Frau,Genève,25-29 Jahre,2011Q4
4363.1,Frau,Genève,25-29 Jahre,2012Q1
4325.6,Frau,Genève,25-29 Jahre,2012Q2
4326.2,Frau,Genève,25-29 Jahre,2012Q3
4473.3,Frau,Genève,25-29 Jahre,2012Q4
4516.8,Frau,Genève,25-29 Jahre,2013Q1
4599,Frau,Genève,25-29 Jahre,2013Q2
4574,Frau,Genève,25-29 Jahre,2013Q3
4593.4,Frau,Genève,25-29 Jahre,2013Q4
4652.1,Frau,Genève,25-29 Jahre,2014Q1
4667.7,Frau,Genève,25-29 Jahre,2014Q2
4616,Frau,Genève,25-29 Jahre,2014Q3
4666.3,Frau,Genève,25-29 Jahre,2014Q4
4703.9,Frau,Genève,25-29 Jahre,2015Q1
4897.1,Frau,Genève,25-29 Jahre,2015Q2
4811.5,Frau,Genève,25-29 Jahre,2015Q3
5060.7,Frau,Genève,25-29 Jahre,2015Q4
5191.7,Frau,Genève,25-29 Jahre,2016Q1
5250.1,Frau,Genève,25-29 Jahre,2016Q2
5282.9,Frau,Genève,25-29 Jahre,2016Q3
1445.2,Frau,Genève,30-34 Jahre,1999Q1
1423.9,Frau,Genève,30-34 Jahre,1999Q2
1400.9,Frau,Genève,30-34 Jahre,1999Q3
1385.5,Frau,Genève,30-34 Jahre,1999Q4
1365.9,Frau,Genève,30-34 Jahre,2000Q1
1349.2,Frau,Genève,30-34 Jahre,2000Q2
1354.8,Frau,Genève,30-34 Jahre,2000Q3
1364.8,Frau,Genève,30-34 Jahre,2000Q4
1380.7,Frau,Genève,30-34 Jahre,2001Q1
1414.8,Frau,Genève,30-34 Jahre,2001Q2
1372.7,Frau,Genève,30-34 Jahre,2001Q3
1373.4,Frau,Genève,30-34 Jahre,2001Q4
1406.4,Frau,Genève,30-34 Jahre,2002Q1
1438.8,Frau,Genève,30-34 Jahre,2002Q2
1433.4,Frau,Genève,30-34 Jahre,2002Q3
1528.2,Frau,Genève,30-34 Jahre,2002Q4
1668.3,Frau,Genève,30-34 Jahre,2003Q1
1769.2,Frau,Genève,30-34 Jahre,2003Q2
1826.8,Frau,Genève,30-34 Jahre,2003Q3
1907.2,Frau,Genève,30-34 Jahre,2003Q4
1954.3,Frau,Genève,30-34 Jahre,2004Q1
2110,Frau,Genève,30-34 Jahre,2004Q2
2248.3,Frau,Genève,30-34 Jahre,2004Q3
2323,Frau,Genève,30-34 Jahre,2004Q4
2463.9,Frau,Genève,30-34 Jahre,2005Q1
2575.4,Frau,Genève,30-34 Jahre,2005Q2
2630,Frau,Genève,30-34 Jahre,2005Q3
2718.5,Frau,Genève,30-34 Jahre,2005Q4
2864.1,Frau,Genève,30-34 Jahre,2006Q1
2942.8,Frau,Genève,30-34 Jahre,2006Q2
3080.2,Frau,Genève,30-34 Jahre,2006Q3
3194.6,Frau,Genève,30-34 Jahre,2006Q4
3304.7,Frau,Genève,30-34 Jahre,2007Q1
3504.4,Frau,Genève,30-34 Jahre,2007Q2
3513.7,Frau,Genève,30-34 Jahre,2007Q3
3588.4,Frau,Genève,30-34 Jahre,2007Q4
3642.5,Frau,Genève,30-34 Jahre,2008Q1
3724.3,Frau,Genève,30-34 Jahre,2008Q2
3733.6,Frau,Genève,30-34 Jahre,2008Q3
3818,Frau,Genève,30-34 Jahre,2008Q4
3897.9,Frau,Genève,30-34 Jahre,2009Q1
3927.4,Frau,Genève,30-34 Jahre,2009Q2
3887.9,Frau,Genève,30-34 Jahre,2009Q3
3989.5,Frau,Genève,30-34 Jahre,2009Q4
4029.9,Frau,Genève,30-34 Jahre,2010Q1
4145,Frau,Genève,30-34 Jahre,2010Q2
4219.9,Frau,Genève,30-34 Jahre,2010Q3
4310.6,Frau,Genève,30-34 Jahre,2010Q4
4446.6,Frau,Genève,30-34 Jahre,2011Q1
4503.8,Frau,Genève,30-34 Jahre,2011Q2
4620.5,Frau,Genève,30-34 Jahre,2011Q3
4680.4,Frau,Genève,30-34 Jahre,2011Q4
4934.5,Frau,Genève,30-34 Jahre,2012Q1
4949.5,Frau,Genève,30-34 Jahre,2012Q2
4991.1,Frau,Genève,30-34 Jahre,2012Q3
5199.1,Frau,Genève,30-34 Jahre,2012Q4
5314.1,Frau,Genève,30-34 Jahre,2013Q1
5396.8,Frau,Genève,30-34 Jahre,2013Q2
5434.6,Frau,Genève,30-34 Jahre,2013Q3
5442.9,Frau,Genève,30-34 Jahre,2013Q4
5556.1,Frau,Genève,30-34 Jahre,2014Q1
5568.3,Frau,Genève,30-34 Jahre,2014Q2
5547.4,Frau,Genève,30-34 Jahre,2014Q3
5657.3,Frau,Genève,30-34 Jahre,2014Q4
5658.3,Frau,Genève,30-34 Jahre,2015Q1
5715.2,Frau,Genève,30-34 Jahre,2015Q2
5723.3,Frau,Genève,30-34 Jahre,2015Q3
5852.3,Frau,Genève,30-34 Jahre,2015Q4
5921.3,Frau,Genève,30-34 Jahre,2016Q1
5938.7,Frau,Genève,30-34 Jahre,2016Q2
6066.9,Frau,Genève,30-34 Jahre,2016Q3
1657.9,Frau,Genève,35-39 Jahre,1999Q1
1677.3,Frau,Genève,35-39 Jahre,1999Q2
1700.7,Frau,Genève,35-39 Jahre,1999Q3
1731.1,Frau,Genève,35-39 Jahre,1999Q4
1742.2,Frau,Genève,35-39 Jahre,2000Q1
1788.1,Frau,Genève,35-39 Jahre,2000Q2
1796.6,Frau,Genève,35-39 Jahre,2000Q3
1837,Frau,Genève,35-39 Jahre,2000Q4
1857,Frau,Genève,35-39 Jahre,2001Q1
1917.5,Frau,Genève,35-39 Jahre,2001Q2
1937,Frau,Genève,35-39 Jahre,2001Q3
1962.4,Frau,Genève,35-39 Jahre,2001Q4
1940.4,Frau,Genève,35-39 Jahre,2002Q1
1945.7,Frau,Genève,35-39 Jahre,2002Q2
1980.1,Frau,Genève,35-39 Jahre,2002Q3
2021,Frau,Genève,35-39 Jahre,2002Q4
2053.3,Frau,Genève,35-39 Jahre,2003Q1
2089.7,Frau,Genève,35-39 Jahre,2003Q2
2124.4,Frau,Genève,35-39 Jahre,2003Q3
2153.8,Frau,Genève,35-39 Jahre,2003Q4
2167.3,Frau,Genève,35-39 Jahre,2004Q1
2195.2,Frau,Genève,35-39 Jahre,2004Q2
2224.6,Frau,Genève,35-39 Jahre,2004Q3
2275.6,Frau,Genève,35-39 Jahre,2004Q4
2325.3,Frau,Genève,35-39 Jahre,2005Q1
2348.7,Frau,Genève,35-39 Jahre,2005Q2
2363.9,Frau,Genève,35-39 Jahre,2005Q3
2395.7,Frau,Genève,35-39 Jahre,2005Q4
2502.8,Frau,Genève,35-39 Jahre,2006Q1
2500.9,Frau,Genève,35-39 Jahre,2006Q2
2580.1,Frau,Genève,35-39 Jahre,2006Q3
2657.6,Frau,Genève,35-39 Jahre,2006Q4
2744.2,Frau,Genève,35-39 Jahre,2007Q1
2881,Frau,Genève,35-39 Jahre,2007Q2
2902.8,Frau,Genève,35-39 Jahre,2007Q3
2975.4,Frau,Genève,35-39 Jahre,2007Q4
3053.3,Frau,Genève,35-39 Jahre,2008Q1
3153.3,Frau,Genève,35-39 Jahre,2008Q2
3196.2,Frau,Genève,35-39 Jahre,2008Q3
3233.8,Frau,Genève,35-39 Jahre,2008Q4
3312.8,Frau,Genève,35-39 Jahre,2009Q1
3410.1,Frau,Genève,35-39 Jahre,2009Q2
3431.8,Frau,Genève,35-39 Jahre,2009Q3
3489.3,Frau,Genève,35-39 Jahre,2009Q4
3577.2,Frau,Genève,35-39 Jahre,2010Q1
3652.5,Frau,Genève,35-39 Jahre,2010Q2
3762.3,Frau,Genève,35-39 Jahre,2010Q3
3768.2,Frau,Genève,35-39 Jahre,2010Q4
3880.3,Frau,Genève,35-39 Jahre,2011Q1
3947.6,Frau,Genève,35-39 Jahre,2011Q2
4032.9,Frau,Genève,35-39 Jahre,2011Q3
4129.7,Frau,Genève,35-39 Jahre,2011Q4
4266.4,Frau,Genève,35-39 Jahre,2012Q1
4277.9,Frau,Genève,35-39 Jahre,2012Q2
4295.9,Frau,Genève,35-39 Jahre,2012Q3
4389.2,Frau,Genève,35-39 Jahre,2012Q4
4424.6,Frau,Genève,35-39 Jahre,2013Q1
4505.1,Frau,Genève,35-39 Jahre,2013Q2
4541.7,Frau,Genève,35-39 Jahre,2013Q3
4575.7,Frau,Genève,35-39 Jahre,2013Q4
4723.1,Frau,Genève,35-39 Jahre,2014Q1
4805.1,Frau,Genève,35-39 Jahre,2014Q2
4825.2,Frau,Genève,35-39 Jahre,2014Q3
4969.6,Frau,Genève,35-39 Jahre,2014Q4
5011.4,Frau,Genève,35-39 Jahre,2015Q1
5143.2,Frau,Genève,35-39 Jahre,2015Q2
5169.7,Frau,Genève,35-39 Jahre,2015Q3
5367.8,Frau,Genève,35-39 Jahre,2015Q4
5455.5,Frau,Genève,35-39 Jahre,2016Q1
5548.6,Frau,Genève,35-39 Jahre,2016Q2
5630.7,Frau,Genève,35-39 Jahre,2016Q3
1522.5,Frau,Genève,40-44 Jahre,1999Q1
1537.5,Frau,Genève,40-44 Jahre,1999Q2
1526,Frau,Genève,40-44 Jahre,1999Q3
1525.9,Frau,Genève,40-44 Jahre,1999Q4
1527.6,Frau,Genève,40-44 Jahre,2000Q1
1498.3,Frau,Genève,40-44 Jahre,2000Q2
1512.5,Frau,Genève,40-44 Jahre,2000Q3
1520.1,Frau,Genève,40-44 Jahre,2000Q4
1545.7,Frau,Genève,40-44 Jahre,2001Q1
1572.7,Frau,Genève,40-44 Jahre,2001Q2
1601.8,Frau,Genève,40-44 Jahre,2001Q3
1661.9,Frau,Genève,40-44 Jahre,2001Q4
1720.1,Frau,Genève,40-44 Jahre,2002Q1
1747.4,Frau,Genève,40-44 Jahre,2002Q2
1756.6,Frau,Genève,40-44 Jahre,2002Q3
1841.2,Frau,Genève,40-44 Jahre,2002Q4
1907.2,Frau,Genève,40-44 Jahre,2003Q1
1976.8,Frau,Genève,40-44 Jahre,2003Q2
2041.1,Frau,Genève,40-44 Jahre,2003Q3
2076.1,Frau,Genève,40-44 Jahre,2003Q4
2095.5,Frau,Genève,40-44 Jahre,2004Q1
2181.2,Frau,Genève,40-44 Jahre,2004Q2
2219.5,Frau,Genève,40-44 Jahre,2004Q3
2287.6,Frau,Genève,40-44 Jahre,2004Q4
2323.5,Frau,Genève,40-44 Jahre,2005Q1
2399.7,Frau,Genève,40-44 Jahre,2005Q2
2417.2,Frau,Genève,40-44 Jahre,2005Q3
2457.8,Frau,Genève,40-44 Jahre,2005Q4
2517.1,Frau,Genève,40-44 Jahre,2006Q1
2593.4,Frau,Genève,40-44 Jahre,2006Q2
2646.6,Frau,Genève,40-44 Jahre,2006Q3
2700.2,Frau,Genève,40-44 Jahre,2006Q4
2720.7,Frau,Genève,40-44 Jahre,2007Q1
2800.9,Frau,Genève,40-44 Jahre,2007Q2
2807,Frau,Genève,40-44 Jahre,2007Q3
2850.5,Frau,Genève,40-44 Jahre,2007Q4
2893,Frau,Genève,40-44 Jahre,2008Q1
2954.2,Frau,Genève,40-44 Jahre,2008Q2
2940.8,Frau,Genève,40-44 Jahre,2008Q3
2986.9,Frau,Genève,40-44 Jahre,2008Q4
2992.9,Frau,Genève,40-44 Jahre,2009Q1
3013.1,Frau,Genève,40-44 Jahre,2009Q2
2964.7,Frau,Genève,40-44 Jahre,2009Q3
3005.6,Frau,Genève,40-44 Jahre,2009Q4
3006.3,Frau,Genève,40-44 Jahre,2010Q1
3041.6,Frau,Genève,40-44 Jahre,2010Q2
3051.2,Frau,Genève,40-44 Jahre,2010Q3
3033.8,Frau,Genève,40-44 Jahre,2010Q4
3113.8,Frau,Genève,40-44 Jahre,2011Q1
3158.5,Frau,Genève,40-44 Jahre,2011Q2
3171.5,Frau,Genève,40-44 Jahre,2011Q3
3210.7,Frau,Genève,40-44 Jahre,2011Q4
3369.6,Frau,Genève,40-44 Jahre,2012Q1
3400.1,Frau,Genève,40-44 Jahre,2012Q2
3427.1,Frau,Genève,40-44 Jahre,2012Q3
3497.5,Frau,Genève,40-44 Jahre,2012Q4
3604.6,Frau,Genève,40-44 Jahre,2013Q1
3698.8,Frau,Genève,40-44 Jahre,2013Q2
3763,Frau,Genève,40-44 Jahre,2013Q3
3785.9,Frau,Genève,40-44 Jahre,2013Q4
3922.1,Frau,Genève,40-44 Jahre,2014Q1
4000.9,Frau,Genève,40-44 Jahre,2014Q2
4029.7,Frau,Genève,40-44 Jahre,2014Q3
4118.2,Frau,Genève,40-44 Jahre,2014Q4
4173.6,Frau,Genève,40-44 Jahre,2015Q1
4299.6,Frau,Genève,40-44 Jahre,2015Q2
4338.3,Frau,Genève,40-44 Jahre,2015Q3
4421.9,Frau,Genève,40-44 Jahre,2015Q4
4494.1,Frau,Genève,40-44 Jahre,2016Q1
4570.5,Frau,Genève,40-44 Jahre,2016Q2
4668.2,Frau,Genève,40-44 Jahre,2016Q3
1922,Frau,Genève,45-49 Jahre,1999Q1
1876.4,Frau,Genève,45-49 Jahre,1999Q2
1846.6,Frau,Genève,45-49 Jahre,1999Q3
1832.9,Frau,Genève,45-49 Jahre,1999Q4
1812.6,Frau,Genève,45-49 Jahre,2000Q1
1801.7,Frau,Genève,45-49 Jahre,2000Q2
1786.2,Frau,Genève,45-49 Jahre,2000Q3
1765.4,Frau,Genève,45-49 Jahre,2000Q4
1756.9,Frau,Genève,45-49 Jahre,2001Q1
1724.5,Frau,Genève,45-49 Jahre,2001Q2
1700.6,Frau,Genève,45-49 Jahre,2001Q3
1699.5,Frau,Genève,45-49 Jahre,2001Q4
1676.3,Frau,Genève,45-49 Jahre,2002Q1
1645.7,Frau,Genève,45-49 Jahre,2002Q2
1626.4,Frau,Genève,45-49 Jahre,2002Q3
1611.2,Frau,Genève,45-49 Jahre,2002Q4
1652.8,Frau,Genève,45-49 Jahre,2003Q1
1652,Frau,Genève,45-49 Jahre,2003Q2
1677.4,Frau,Genève,45-49 Jahre,2003Q3
1685.8,Frau,Genève,45-49 Jahre,2003Q4
1707.5,Frau,Genève,45-49 Jahre,2004Q1
1756.3,Frau,Genève,45-49 Jahre,2004Q2
1752.3,Frau,Genève,45-49 Jahre,2004Q3
1771.4,Frau,Genève,45-49 Jahre,2004Q4
1817.1,Frau,Genève,45-49 Jahre,2005Q1
1808.5,Frau,Genève,45-49 Jahre,2005Q2
1831.6,Frau,Genève,45-49 Jahre,2005Q3
1860.3,Frau,Genève,45-49 Jahre,2005Q4
1932,Frau,Genève,45-49 Jahre,2006Q1
1945.7,Frau,Genève,45-49 Jahre,2006Q2
2031.3,Frau,Genève,45-49 Jahre,2006Q3
2085.5,Frau,Genève,45-49 Jahre,2006Q4
2153.5,Frau,Genève,45-49 Jahre,2007Q1
2237.4,Frau,Genève,45-49 Jahre,2007Q2
2257.3,Frau,Genève,45-49 Jahre,2007Q3
2285.7,Frau,Genève,45-49 Jahre,2007Q4
2319.9,Frau,Genève,45-49 Jahre,2008Q1
2367.6,Frau,Genève,45-49 Jahre,2008Q2
2411.1,Frau,Genève,45-49 Jahre,2008Q3
2470.2,Frau,Genève,45-49 Jahre,2008Q4
2497.4,Frau,Genève,45-49 Jahre,2009Q1
2562,Frau,Genève,45-49 Jahre,2009Q2
2568.8,Frau,Genève,45-49 Jahre,2009Q3
2620.7,Frau,Genève,45-49 Jahre,2009Q4
2638.7,Frau,Genève,45-49 Jahre,2010Q1
2710.1,Frau,Genève,45-49 Jahre,2010Q2
2739.8,Frau,Genève,45-49 Jahre,2010Q3
2800.3,Frau,Genève,45-49 Jahre,2010Q4
2832,Frau,Genève,45-49 Jahre,2011Q1
2919,Frau,Genève,45-49 Jahre,2011Q2
2946,Frau,Genève,45-49 Jahre,2011Q3
2995.8,Frau,Genève,45-49 Jahre,2011Q4
3026.3,Frau,Genève,45-49 Jahre,2012Q1
3050.5,Frau,Genève,45-49 Jahre,2012Q2
3092.1,Frau,Genève,45-49 Jahre,2012Q3
3176.7,Frau,Genève,45-49 Jahre,2012Q4
3169.4,Frau,Genève,45-49 Jahre,2013Q1
3178.4,Frau,Genève,45-49 Jahre,2013Q2
3147.6,Frau,Genève,45-49 Jahre,2013Q3
3163.4,Frau,Genève,45-49 Jahre,2013Q4
3230.3,Frau,Genève,45-49 Jahre,2014Q1
3246.7,Frau,Genève,45-49 Jahre,2014Q2
3222,Frau,Genève,45-49 Jahre,2014Q3
3301.5,Frau,Genève,45-49 Jahre,2014Q4
3329.4,Frau,Genève,45-49 Jahre,2015Q1
3395.7,Frau,Genève,45-49 Jahre,2015Q2
3387.1,Frau,Genève,45-49 Jahre,2015Q3
3473,Frau,Genève,45-49 Jahre,2015Q4
3519.8,Frau,Genève,45-49 Jahre,2016Q1
3535.5,Frau,Genève,45-49 Jahre,2016Q2
3567.3,Frau,Genève,45-49 Jahre,2016Q3
1396.8,Frau,Genève,50-54 Jahre,1999Q1
1442.9,Frau,Genève,50-54 Jahre,1999Q2
1501.7,Frau,Genève,50-54 Jahre,1999Q3
1536.2,Frau,Genève,50-54 Jahre,1999Q4
1551.9,Frau,Genève,50-54 Jahre,2000Q1
1588.3,Frau,Genève,50-54 Jahre,2000Q2
1610.2,Frau,Genève,50-54 Jahre,2000Q3
1643.9,Frau,Genève,50-54 Jahre,2000Q4
1665.2,Frau,Genève,50-54 Jahre,2001Q1
1692.9,Frau,Genève,50-54 Jahre,2001Q2
1719.5,Frau,Genève,50-54 Jahre,2001Q3
1732.6,Frau,Genève,50-54 Jahre,2001Q4
1734.6,Frau,Genève,50-54 Jahre,2002Q1
1747.8,Frau,Genève,50-54 Jahre,2002Q2
1755.5,Frau,Genève,50-54 Jahre,2002Q3
1777.2,Frau,Genève,50-54 Jahre,2002Q4
1788.8,Frau,Genève,50-54 Jahre,2003Q1
1798.4,Frau,Genève,50-54 Jahre,2003Q2
1821.6,Frau,Genève,50-54 Jahre,2003Q3
1830.3,Frau,Genève,50-54 Jahre,2003Q4
1815.7,Frau,Genève,50-54 Jahre,2004Q1
1817.2,Frau,Genève,50-54 Jahre,2004Q2
1797.5,Frau,Genève,50-54 Jahre,2004Q3
1786,Frau,Genève,50-54 Jahre,2004Q4
1798.3,Frau,Genève,50-54 Jahre,2005Q1
1790.4,Frau,Genève,50-54 Jahre,2005Q2
