Wert,Jahr,Grossregion,Nettolohnhöhenklasse,Beschäftigungsgrad,Geschlecht
18.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",2001-  3000 Franken,Teilzeit (<90%),Mann
24.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",2001-  3000 Franken,Teilzeit (<90%),Frau
15.7,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",3001-  4000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
10.4,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",3001-  4000 Franken,Beschäftigungsgrad - Total,Mann
23.7,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",3001-  4000 Franken,Beschäftigungsgrad - Total,Frau
16.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",3001-  4000 Franken,Vollzeit (>=90%),Geschlecht - Total
9.9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",3001-  4000 Franken,Vollzeit (>=90%),Mann
35.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",3001-  4000 Franken,Vollzeit (>=90%),Frau
14.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",3001-  4000 Franken,Teilzeit (<90%),Geschlecht - Total
14.7,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",3001-  4000 Franken,Teilzeit (<90%),Mann
14.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",3001-  4000 Franken,Teilzeit (<90%),Frau
23.4,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",4001-  5000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
28.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",4001-  5000 Franken,Beschäftigungsgrad - Total,Mann
16.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",4001-  5000 Franken,Beschäftigungsgrad - Total,Frau
29.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",4001-  5000 Franken,Vollzeit (>=90%),Geschlecht - Total
29.7,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",4001-  5000 Franken,Vollzeit (>=90%),Mann
28.8,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",4001-  5000 Franken,Vollzeit (>=90%),Frau
8.4,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",4001-  5000 Franken,Teilzeit (<90%),Geschlecht - Total
13.6,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",4001-  5000 Franken,Teilzeit (<90%),Mann
7,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",4001-  5000 Franken,Teilzeit (<90%),Frau
16.9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",5001-  6000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
23.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",5001-  6000 Franken,Beschäftigungsgrad - Total,Mann
7.7,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",5001-  6000 Franken,Beschäftigungsgrad - Total,Frau
22.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",5001-  6000 Franken,Vollzeit (>=90%),Geschlecht - Total
24.9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",5001-  6000 Franken,Vollzeit (>=90%),Mann
13.9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",5001-  6000 Franken,Vollzeit (>=90%),Frau
3.7,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",5001-  6000 Franken,Teilzeit (<90%),Geschlecht - Total
7.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",5001-  6000 Franken,Teilzeit (<90%),Mann
2.8,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",5001-  6000 Franken,Teilzeit (<90%),Frau
9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",6001-  7000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
12.9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",6001-  7000 Franken,Beschäftigungsgrad - Total,Mann
3.3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",6001-  7000 Franken,Beschäftigungsgrad - Total,Frau
12,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",6001-  7000 Franken,Vollzeit (>=90%),Geschlecht - Total
13.9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",6001-  7000 Franken,Vollzeit (>=90%),Mann
6.4,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",6001-  7000 Franken,Vollzeit (>=90%),Frau
1.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",6001-  7000 Franken,Teilzeit (<90%),Geschlecht - Total
3.8,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",6001-  7000 Franken,Teilzeit (<90%),Mann
0.9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",6001-  7000 Franken,Teilzeit (<90%),Frau
4.7,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",7001-  8000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
7,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",7001-  8000 Franken,Beschäftigungsgrad - Total,Mann
1.4,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",7001-  8000 Franken,Beschäftigungsgrad - Total,Frau
6.4,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",7001-  8000 Franken,Vollzeit (>=90%),Geschlecht - Total
7.6,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",7001-  8000 Franken,Vollzeit (>=90%),Mann
2.8,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",7001-  8000 Franken,Vollzeit (>=90%),Frau
0.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",7001-  8000 Franken,Teilzeit (<90%),Geschlecht - Total
1.4,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",7001-  8000 Franken,Teilzeit (<90%),Mann
0.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",7001-  8000 Franken,Teilzeit (<90%),Frau
2.6,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",8001-  9000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
3.9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",8001-  9000 Franken,Beschäftigungsgrad - Total,Mann
0.6,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",8001-  9000 Franken,Beschäftigungsgrad - Total,Frau
3.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",8001-  9000 Franken,Vollzeit (>=90%),Geschlecht - Total
4.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",8001-  9000 Franken,Vollzeit (>=90%),Mann
1.4,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",8001-  9000 Franken,Vollzeit (>=90%),Frau
0.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",8001-  9000 Franken,Teilzeit (<90%),Geschlecht - Total
1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",8001-  9000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",8001-  9000 Franken,Teilzeit (<90%),Frau
1.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",9001-10000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",9001-10000 Franken,Beschäftigungsgrad - Total,Mann
0.3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",9001-10000 Franken,Beschäftigungsgrad - Total,Frau
2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",9001-10000 Franken,Vollzeit (>=90%),Geschlecht - Total
2.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",9001-10000 Franken,Vollzeit (>=90%),Mann
0.6,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",9001-10000 Franken,Vollzeit (>=90%),Frau
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",9001-10000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",9001-10000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",9001-10000 Franken,Teilzeit (<90%),Frau
0.9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",10001-11000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",10001-11000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",10001-11000 Franken,Beschäftigungsgrad - Total,Frau
1.3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",10001-11000 Franken,Vollzeit (>=90%),Geschlecht - Total
1.6,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",10001-11000 Franken,Vollzeit (>=90%),Mann
0.4,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",10001-11000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",10001-11000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",10001-11000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",10001-11000 Franken,Teilzeit (<90%),Frau
0.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",11001-12000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.8,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",11001-12000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",11001-12000 Franken,Beschäftigungsgrad - Total,Frau
0.7,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",11001-12000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.9,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",11001-12000 Franken,Vollzeit (>=90%),Mann
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",11001-12000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",11001-12000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",11001-12000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",11001-12000 Franken,Teilzeit (<90%),Frau
0.3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",12001-13000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.6,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",12001-13000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",12001-13000 Franken,Beschäftigungsgrad - Total,Frau
0.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",12001-13000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.6,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",12001-13000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",12001-13000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",12001-13000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",12001-13000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",12001-13000 Franken,Teilzeit (<90%),Frau
0.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",13001-14000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",13001-14000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",13001-14000 Franken,Beschäftigungsgrad - Total,Frau
0.3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",13001-14000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.4,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",13001-14000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",13001-14000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",13001-14000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",13001-14000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",13001-14000 Franken,Teilzeit (<90%),Frau
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",14001-15000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",14001-15000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",14001-15000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",14001-15000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",14001-15000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",14001-15000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",14001-15000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",14001-15000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",14001-15000 Franken,Teilzeit (<90%),Frau
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",15001-16000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",15001-16000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",15001-16000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",15001-16000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.2,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",15001-16000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",15001-16000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",15001-16000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",15001-16000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",15001-16000 Franken,Teilzeit (<90%),Frau
0,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",16001-17000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",16001-17000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",16001-17000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",16001-17000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",16001-17000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",16001-17000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",16001-17000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",16001-17000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",16001-17000 Franken,Teilzeit (<90%),Frau
0,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",17001-18000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",17001-18000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",17001-18000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",17001-18000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",17001-18000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",17001-18000 Franken,Vollzeit (>=90%),Frau
"""....""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",17001-18000 Franken,Teilzeit (<90%),Geschlecht - Total
"""....""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",17001-18000 Franken,Teilzeit (<90%),Mann
"""....""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",17001-18000 Franken,Teilzeit (<90%),Frau
0,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",18001-19000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",18001-19000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",18001-19000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",18001-19000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",18001-19000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",18001-19000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",18001-19000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",18001-19000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",18001-19000 Franken,Teilzeit (<90%),Frau
0,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",19001-20000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",19001-20000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",19001-20000 Franken,Beschäftigungsgrad - Total,Frau
0,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",19001-20000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",19001-20000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",19001-20000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",19001-20000 Franken,Teilzeit (<90%),Geschlecht - Total
"""....""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",19001-20000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",19001-20000 Franken,Teilzeit (<90%),Frau
0.3,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",20001+ Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",20001+ Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",20001+ Franken,Beschäftigungsgrad - Total,Frau
0.4,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",20001+ Franken,Vollzeit (>=90%),Geschlecht - Total
0.5,2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",20001+ Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",20001+ Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",20001+ Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",20001+ Franken,Teilzeit (<90%),Mann
"""....""",2008,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",20001+ Franken,Teilzeit (<90%),Frau
7.5,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",0-  1000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
3.2,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",0-  1000 Franken,Beschäftigungsgrad - Total,Mann
13.7,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",0-  1000 Franken,Beschäftigungsgrad - Total,Frau
"""......""",2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",0-  1000 Franken,Vollzeit (>=90%),Geschlecht - Total
"""......""",2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",0-  1000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",0-  1000 Franken,Vollzeit (>=90%),Frau
25.3,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",0-  1000 Franken,Teilzeit (<90%),Geschlecht - Total
27,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",0-  1000 Franken,Teilzeit (<90%),Mann
24.7,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",0-  1000 Franken,Teilzeit (<90%),Frau
7,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",1001-  2000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.2,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",1001-  2000 Franken,Beschäftigungsgrad - Total,Mann
13.9,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",1001-  2000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",1001-  2000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",1001-  2000 Franken,Vollzeit (>=90%),Mann
0.3,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",1001-  2000 Franken,Vollzeit (>=90%),Frau
23.1,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",1001-  2000 Franken,Teilzeit (<90%),Geschlecht - Total
17.4,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",1001-  2000 Franken,Teilzeit (<90%),Mann
24.9,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",1001-  2000 Franken,Teilzeit (<90%),Frau
7.4,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",2001-  3000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.5,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",2001-  3000 Franken,Beschäftigungsgrad - Total,Mann
14.3,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",2001-  3000 Franken,Beschäftigungsgrad - Total,Frau
1.9,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",2001-  3000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.9,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",2001-  3000 Franken,Vollzeit (>=90%),Mann
4.5,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",2001-  3000 Franken,Vollzeit (>=90%),Frau
20.4,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",2001-  3000 Franken,Teilzeit (<90%),Geschlecht - Total
14.5,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",2001-  3000 Franken,Teilzeit (<90%),Mann
22.2,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",2001-  3000 Franken,Teilzeit (<90%),Frau
14.4,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",3001-  4000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
9.2,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",3001-  4000 Franken,Beschäftigungsgrad - Total,Mann
21.8,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",3001-  4000 Franken,Beschäftigungsgrad - Total,Frau
14.5,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",3001-  4000 Franken,Vollzeit (>=90%),Geschlecht - Total
8.5,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",3001-  4000 Franken,Vollzeit (>=90%),Mann
31.4,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",3001-  4000 Franken,Vollzeit (>=90%),Frau
14.1,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",3001-  4000 Franken,Teilzeit (<90%),Geschlecht - Total
14.7,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",3001-  4000 Franken,Teilzeit (<90%),Mann
14,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",3001-  4000 Franken,Teilzeit (<90%),Frau
21.7,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",4001-  5000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
25,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",4001-  5000 Franken,Beschäftigungsgrad - Total,Mann
17,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",4001-  5000 Franken,Beschäftigungsgrad - Total,Frau
27.3,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",4001-  5000 Franken,Vollzeit (>=90%),Geschlecht - Total
26.9,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",4001-  5000 Franken,Vollzeit (>=90%),Mann
28.2,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",4001-  5000 Franken,Vollzeit (>=90%),Frau
8.6,2008,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",4001-  5000 Franken,Teilzeit (<90%),Geschlecht - Total
